file_path,size_bytes,modified,permissions
/data/data/com.termux/files/home/FHI_EMPIRE/empire-v5/sales-ai/scoring/lead-scorer.js,365,2026-07-22 20:05,600
/data/data/com.termux/files/home/FHI_EMPIRE/empire-v5/sales-ai/assistant/sales-assistant.js,189,2026-07-22 20:05,600
/data/data/com.termux/files/home/FHI_EMPIRE/empire-v5/sales-ai/followups/queue.json,20,2026-07-22 20:05,600
/data/data/com.termux/files/home/FHI_EMPIRE/empire-v5/sales-ai/analytics/status.json,50,2026-07-22 20:05,600
/data/data/com.termux/files/home/FHI_EMPIRE/empire-v5/portal/users/users.json,228,2026-07-22 20:05,600
/data/data/com.termux/files/home/FHI_EMPIRE/empire-v5/portal/services/services.json,286,2026-07-22 20:05,600
/data/data/com.termux/files/home/FHI_EMPIRE/empire-v5/portal/activity/activity.json,17,2026-07-22 20:05,600
/data/data/com.termux/files/home/FHI_EMPIRE/empire-v5/portal/settings/defaults.json,69,2026-07-22 20:05,600
/data/data/com.termux/files/home/FHI_EMPIRE/empire-v5/portal/portal-engine.js,659,2026-07-22 20:05,600
/data/data/com.termux/files/home/FHI_EMPIRE/empire-v5/auth/users/identities.json,232,2026-07-22 20:06,600
/data/data/com.termux/files/home/FHI_EMPIRE/empire-v5/auth/sessions/sessions.json,169,2026-07-22 20:06,600
/data/data/com.termux/files/home/FHI_EMPIRE/empire-v5/auth/roles/roles.json,292,2026-07-22 20:06,600
/data/data/com.termux/files/home/FHI_EMPIRE/empire-v5/auth/logs/events.json,17,2026-07-22 20:06,600
/data/data/com.termux/files/home/FHI_EMPIRE/empire-v5/auth/session-engine.js,543,2026-07-22 20:06,600
/data/data/com.termux/files/home/FHI_EMPIRE/empire-v5/monitoring/metrics/services.json,164,2026-07-22 20:07,600
/data/data/com.termux/files/home/FHI_EMPIRE/empire-v5/monitoring/alerts/alerts.json,17,2026-07-22 20:07,600
/data/data/com.termux/files/home/FHI_EMPIRE/empire-v5/monitoring/logs/errors.json,17,2026-07-22 20:07,600
/data/data/com.termux/files/home/FHI_EMPIRE/empire-v5/monitoring/health/registry.json,240,2026-07-22 20:07,600
/data/data/com.termux/files/home/FHI_EMPIRE/empire-v5/monitoring/monitor-engine.js,611,2026-07-22 20:07,600
/data/data/com.termux/files/home/FHI_EMPIRE/empire-v5/empire_inventory_20260722.csv,16426,2026-07-22 21:11,600
